0.574257, 0.222772, 1.686521, 1.337510, -0.803970, 1.364956, -0.794272
0.584158, 0.252475, 1.648502, 1.306405, -0.849327, 1.416867, -0.831932
0.594059, 0.282178, 1.609787, 1.275300, -0.894826, 1.467170, -0.867841
0.603960, 0.311881, 1.571505, 1.244195, -0.939637, 1.514341, -0.901305
0.613861, 0.341584, 1.534763, 1.213090, -0.982949, 1.557039, -0.931796
0.623762, 0.371287, 1.500607, 1.181985, -1.023968, 1.594113, -0.958956
0.633663, 0.400990, 1.469991, 1.150880, -1.061922, 1.624603, -0.982597
0.643564, 0.430693, 1.443748, 1.119776, -1.096070, 1.647737, -1.002687
0.653465, 0.460396, 1.422560, 1.088671, -1.125732, 1.662937, -1.019331
0.663366, 0.490099, 1.406941, 1.057566, -1.150318, 1.669815, -1.032728
0.673267, 0.519802, 1.397219, 1.026461, -1.169358, 1.668162, -1.043139
0.683168, 0.549505, 1.393524, 0.995356, -1.182542, 1.657945, -1.050843
0.693069, 0.579208, 1.395788, 0.964251, -1.189735, 1.639293, -1.056103
0.702970, 0.608911, 1.403743, 0.933146, -1.190992, 1.612484, -1.059142
0.712871, 0.638614, 1.416931, 0.902041, -1.186550, 1.577935, -1.060140
0.722772, 0.668317, 1.434723, 0.870937, -1.176817, 1.536192, -1.059234
0.732673, 0.698020, 1.456330, 0.839832, -1.162349, 1.487928, -1.056543
0.742574, 0.727723, 1.480839, 0.808727, -1.143824, 1.433940, -1.052186
0.752475, 0.757426, 1.507233, 0.777622, -1.122020, 1.375155, -1.046310
0.762376, 0.787129, 1.534429, 0.746517, -1.097801, 1.312637, -1.039116
0.772277, 0.816832, 1.561311, 0.715412, -1.072099, 1.247597, -1.030882
0.782178, 0.846535, 1.586763, 0.684307, -1.045918, 1.181412, -1.021982
0.792079, 0.876238, 1.609708, 0.653202, -1.020327, 1.115635, -1.012901
0.801980, 0.905941, 1.629144, 0.622098, -0.996464, 1.052005, -1.004240
0.811881, 0.935644, 1.644168, 0.590993, -0.975525, 0.992436, -0.996715
0.821782, 0.965347, 1.654015, 0.559888, -0.958746, 0.938967, -0.991129
0.831683, 0.995050, 1.658074, 0.528783, -0.947342, 0.893647, -0.988318
0.841584, 1.024752, 1.655913, 0.497678, -0.942414, 0.858346, -0.989050
0.851485, 1.054455, 1.647291, 0.466573, -0.944811, 0.834485, -0.993897
0.861386, 1.084158, 1.632165, 0.435468, -0.954986, 0.822749, -1.003091
0.871287, 1.113861, 1.610693, 0.404363, -0.972897, 0.822897, -1.016433
0.881188, 1.143564, 1.583231, 0.373259, -0.997992, 0.833746, -1.033292
0.891089, 1.173267, 1.550316, 0.342154, -1.029293, 0.853359, -1.052709
0.900990, 1.202970, 1.512657, 0.311049, -1.065539, 0.879347, -1.073555
0.910891, 1.232673, 1.471107, 0.279944, -1.105331, 0.909175, -1.094697
0.920792, 1.262376, 1.426640, 0.248839, -1.147232, 0.940393, -1.115119
0.930693, 1.292079, 1.380315, 0.217734, -1.189838, 0.970778, -1.134002
0.940594, 1.321782, 1.333252, 0.186629, -1.231804, 0.998394, -1.150757
0.950495, 1.351485, 1.286588, 0.155524, -1.271862, 1.021614, -1.165023
0.960396, 1.381188, 1.241444, 0.124420, -1.308825, 1.039101, -1.176652
0.970297, 1.410891, 1.198893, 0.093315, -1.341602, 1.049783, -1.185663
0.980198, 1.440594, 1.159922, 0.062210, -1.369203, 1.052815, -1.192199
0.990099, 1.470297, 1.125404, 0.031105, -1.390758, 1.047526, -1.196459
1.000000, 1.500000, 1.096069, 0.000000, -1.405521, 1.033362, -1.198638
